Consumer Price Index item,Month of forecast,Year of forecast,Year being forecast,Attribute,Forecast percent change
Poultry,6,2010,2010,Upper bound of forecast range,2
Poultry,7,2010,2010,Lower bound of forecast range,1
Poultry,7,2010,2010,Upper bound of forecast range,2
Poultry,8,2010,2010,Lower bound of forecast range,0
Poultry,8,2010,2010,Upper bound of forecast range,1
Poultry,9,2010,2010,Lower bound of forecast range,0
Poultry,9,2010,2010,Upper bound of forecast range,1
Poultry,10,2010,2010,Lower bound of forecast range,0
Poultry,10,2010,2010,Upper bound of forecast range,1
Poultry,11,2010,2010,Lower bound of forecast range,0
Poultry,11,2010,2010,Upper bound of forecast range,1
Poultry,12,2010,2010,Lower bound of forecast range,0
Poultry,12,2010,2010,Upper bound of forecast range,1
Fish and seafood,7,2009,2010,Lower bound of forecast range,4
Fish and seafood,7,2009,2010,Upper bound of forecast range,5
Fish and seafood,8,2009,2010,Lower bound of forecast range,4
Fish and seafood,8,2009,2010,Upper bound of forecast range,5
Fish and seafood,9,2009,2010,Lower bound of forecast range,4
Fish and seafood,9,2009,2010,Upper bound of forecast range,5
Fish and seafood,10,2009,2010,Lower bound of forecast range,4
Fish and seafood,10,2009,2010,Upper bound of forecast range,5
Fish and seafood,11,2009,2010,Lower bound of forecast range,4
Fish and seafood,11,2009,2010,Upper bound of forecast range,5
Fish and seafood,12,2009,2010,Lower bound of forecast range,4
Fish and seafood,12,2009,2010,Upper bound of forecast range,5
Fish and seafood,1,2010,2010,Lower bound of forecast range,3.5
Fish and seafood,1,2010,2010,Upper bound of forecast range,4.5
Fish and seafood,2,2010,2010,Lower bound of forecast range,3
Fish and seafood,2,2010,2010,Upper bound of forecast range,4
Fish and seafood,3,2010,2010,Lower bound of forecast range,3
Fish and seafood,3,2010,2010,Upper bound of forecast range,4
Fish and seafood,4,2010,2010,Lower bound of forecast range,3
Fish and seafood,4,2010,2010,Upper bound of forecast range,4
Fish and seafood,5,2010,2010,Lower bound of forecast range,3
Fish and seafood,5,2010,2010,Upper bound of forecast range,4
Fish and seafood,6,2010,2010,Lower bound of forecast range,3
Fish and seafood,6,2010,2010,Upper bound of forecast range,4
Fish and seafood,7,2010,2010,Lower bound of forecast range,2
Fish and seafood,7,2010,2010,Upper bound of forecast range,3
Fish and seafood,8,2010,2010,Lower bound of forecast range,1
Fish and seafood,8,2010,2010,Upper bound of forecast range,2
Fish and seafood,9,2010,2010,Lower bound of forecast range,1
Fish and seafood,9,2010,2010,Upper bound of forecast range,2
Fish and seafood,10,2010,2010,Lower bound of forecast range,1
Fish and seafood,10,2010,2010,Upper bound of forecast range,2
Fish and seafood,11,2010,2010,Lower bound of forecast range,1
Fish and seafood,11,2010,2010,Upper bound of forecast range,2
Fish and seafood,12,2010,2010,Lower bound of forecast range,1
Fish and seafood,12,2010,2010,Upper bound of forecast range,2
Eggs,7,2009,2010,Lower bound of forecast range,0
Eggs,7,2009,2010,Upper bound of forecast range,1
Eggs,8,2009,2010,Lower bound of forecast range,2
Eggs,8,2009,2010,Upper bound of forecast range,3
Eggs,9,2009,2010,Lower bound of forecast range,2
Eggs,9,2009,2010,Upper bound of forecast range,3
Eggs,10,2009,2010,Lower bound of forecast range,2
Eggs,10,2009,2010,Upper bound of forecast range,3
Eggs,11,2009,2010,Lower bound of forecast range,2
Eggs,11,2009,2010,Upper bound of forecast range,3
Eggs,12,2009,2010,Lower bound of forecast range,2
Eggs,12,2009,2010,Upper bound of forecast range,3
Eggs,1,2010,2010,Lower bound of forecast range,2
Eggs,1,2010,2010,Upper bound of forecast range,3
Eggs,2,2010,2010,Lower bound of forecast range,2
Eggs,2,2010,2010,Upper bound of forecast range,3
Eggs,3,2010,2010,Lower bound of forecast range,2.5
Eggs,3,2010,2010,Upper bound of forecast range,3.5
Eggs,4,2010,2010,Lower bound of forecast range,3.5
Eggs,4,2010,2010,Upper bound of forecast range,4.5
Eggs,5,2010,2010,Lower bound of forecast range,3.5
Eggs,5,2010,2010,Upper bound of forecast range,4.5
Eggs,6,2010,2010,Lower bound of forecast range,1.5
Eggs,6,2010,2010,Upper bound of forecast range,2.5
Eggs,7,2010,2010,Lower bound of forecast range,1.5
Eggs,7,2010,2010,Upper bound of forecast range,2.5
Eggs,8,2010,2010,Lower bound of forecast range,0
Eggs,8,2010,2010,Upper bound of forecast range,1
Eggs,9,2010,2010,Lower bound of forecast range,0
Eggs,9,2010,2010,Upper bound of forecast range,1
Eggs,10,2010,2010,Lower bound of forecast range,1.5
Eggs,10,2010,2010,Upper bound of forecast range,2.5
Eggs,11,2010,2010,Lower bound of forecast range,0
Eggs,11,2010,2010,Upper bound of forecast range,1
Eggs,12,2010,2010,Lower bound of forecast range,0
Eggs,12,2010,2010,Upper bound of forecast range,1
Dairy products,7,2009,2010,Lower bound of forecast range,2.5
Dairy products,7,2009,2010,Upper bound of forecast range,3.5
Dairy products,8,2009,2010,Lower bound of forecast range,2.5
Dairy products,8,2009,2010,Upper bound of forecast range,3.5
Dairy products,9,2009,2010,Lower bound of forecast range,2.5
Dairy products,9,2009,2010,Upper bound of forecast range,3.5
Dairy products,10,2009,2010,Lower bound of forecast range,2.5
Dairy products,10,2009,2010,Upper bound of forecast range,3.5
Dairy products,11,2009,2010,Lower bound of forecast range,2.5
Dairy products,11,2009,2010,Upper bound of forecast range,3.5
Dairy products,12,2009,2010,Lower bound of forecast range,2.5
Dairy products,12,2009,2010,Upper bound of forecast range,3.5
Dairy products,1,2010,2010,Lower bound of forecast range,2.5
Dairy products,1,2010,2010,Upper bound of forecast range,3.5
Dairy products,2,2010,2010,Lower bound of forecast range,2.5
Dairy products,2,2010,2010,Upper bound of forecast range,3.5
Dairy products,3,2010,2010,Lower bound of forecast range,2.5
Dairy products,3,2010,2010,Upper bound of forecast range,3.5
Dairy products,4,2010,2010,Lower bound of forecast range,2.5
Dairy products,4,2010,2010,Upper bound of forecast range,3.5
Dairy products,5,2010,2010,Lower bound of forecast range,2.5
Dairy products,5,2010,2010,Upper bound of forecast range,3.5
Dairy products,6,2010,2010,Lower bound of forecast range,1.5
Dairy products,6,2010,2010,Upper bound of forecast range,2.5
Dairy products,7,2010,2010,Lower bound of forecast range,1.5
Dairy products,7,2010,2010,Upper bound of forecast range,2.5
Dairy products,8,2010,2010,Lower bound of forecast range,1.5
Dairy products,8,2010,2010,Upper bound of forecast range,2.5
Dairy products,9,2010,2010,Lower bound of forecast range,1.5
Dairy products,9,2010,2010,Upper bound of forecast range,2.5
Dairy products,10,2010,2010,Lower bound of forecast range,1.5
Dairy products,10,2010,2010,Upper bound of forecast range,2.5
Dairy products,11,2010,2010,Lower bound of forecast range,1.5
Dairy products,11,2010,2010,Upper bound of forecast range,2.5
Dairy products,12,2010,2010,Lower bound of forecast range,1.5
Dairy products,12,2010,2010,Upper bound of forecast range,2.5
Fats and oils,7,2009,2010,Lower bound of forecast range,3
Fats and oils,7,2009,2010,Upper bound of forecast range,4
Fats and oils,8,2009,2010,Lower bound of forecast range,3
Fats and oils,8,2009,2010,Upper bound of forecast range,4
Fats and oils,9,2009,2010,Lower bound of forecast range,3
Fats and oils,9,2009,2010,Upper bound of forecast range,4
Fats and oils,10,2009,2010,Lower bound of forecast range,4
Fats and oils,10,2009,2010,Upper bound of forecast range,5
Fats and oils,11,2009,2010,Lower bound of forecast range,4
Fats and oils,11,2009,2010,Upper bound of forecast range,5
Fats and oils,12,2009,2010,Lower bound of forecast range,4
Fats and oils,12,2009,2010,Upper bound of forecast range,5
Fats and oils,1,2010,2010,Lower bound of forecast range,3
Fats and oils,1,2010,2010,Upper bound of forecast range,4
Fats and oils,2,2010,2010,Lower bound of forecast range,3
Fats and oils,2,2010,2010,Upper bound of forecast range,4
Fats and oils,3,2010,2010,Lower bound of forecast range,3
Fats and oils,3,2010,2010,Upper bound of forecast range,4
Fats and oils,4,2010,2010,Lower bound of forecast range,3
Fats and oils,4,2010,2010,Upper bound of forecast range,4
Fats and oils,5,2010,2010,Lower bound of forecast range,3
Fats and oils,5,2010,2010,Upper bound of forecast range,4
Fats and oils,6,2010,2010,Lower bound of forecast range,1.5
Fats and oils,6,2010,2010,Upper bound of forecast range,2.5
Fats and oils,7,2010,2010,Lower bound of forecast range,1.5
Fats and oils,7,2010,2010,Upper bound of forecast range,2.5
Fats and oils,8,2010,2010,Lower bound of forecast range,0
Fats and oils,8,2010,2010,Upper bound of forecast range,1
Fats and oils,9,2010,2010,Lower bound of forecast range,0
Fats and oils,9,2010,2010,Upper bound of forecast range,1
Fats and oils,10,2010,2010,Lower bound of forecast range,0
Fats and oils,10,2010,2010,Upper bound of forecast range,1
Fats and oils,11,2010,2010,Lower bound of forecast range,0
Fats and oils,11,2010,2010,Upper bound of forecast range,1
Fats and oils,12,2010,2010,Lower bound of forecast range,0
Fats and oils,12,2010,2010,Upper bound of forecast range,1
Fruits and vegetables,7,2009,2010,Lower bound of forecast range,3
Fruits and vegetables,7,2009,2010,Upper bound of forecast range,4
Fruits and vegetables,8,2009,2010,Lower bound of forecast range,3
Fruits and vegetables,8,2009,2010,Upper bound of forecast range,4
Fruits and vegetables,9,2009,2010,Lower bound of forecast range,2.5
Fruits and vegetables,9,2009,2010,Upper bound of forecast range,3.5
Fruits and vegetables,10,2009,2010,Lower bound of forecast range,2.5
Fruits and vegetables,10,2009,2010,Upper bound of forecast range,3.5
Fruits and vegetables,11,2009,2010,Lower bound of forecast range,3
Fruits and vegetables,11,2009,2010,Upper bound of forecast range,4
Fruits and vegetables,12,2009,2010,Lower bound of forecast range,3
Fruits and vegetables,12,2009,2010,Upper bound of forecast range,4
Fruits and vegetables,1,2010,2010,Lower bound of forecast range,3
Fruits and vegetables,1,2010,2010,Upper bound of forecast range,4
Fruits and vegetables,2,2010,2010,Lower bound of forecast range,3
Fruits and vegetables,2,2010,2010,Upper bound of forecast range,4
Fruits and vegetables,3,2010,2010,Lower bound of forecast range,3
Fruits and vegetables,3,2010,2010,Upper bound of forecast range,4
Fruits and vegetables,4,2010,2010,Lower bound of forecast range,3
Fruits and vegetables,4,2010,2010,Upper bound of forecast range,4
Fruits and vegetables,5,2010,2010,Lower bound of forecast range,3
Fruits and vegetables,5,2010,2010,Upper bound of forecast range,4
Fruits and vegetables,6,2010,2010,Lower bound of forecast range,2.5
Fruits and vegetables,6,2010,2010,Upper bound of forecast range,3.5
Fruits and vegetables,7,2010,2010,Lower bound of forecast range,1.5
Fruits and vegetables,7,2010,2010,Upper bound of forecast range,2.5
Fruits and vegetables,8,2010,2010,Lower bound of forecast range,0.5
Fruits and vegetables,8,2010,2010,Upper bound of forecast range,1.5
Fruits and vegetables,9,2010,2010,Lower bound of forecast range,0.5
Fruits and vegetables,9,2010,2010,Upper bound of forecast range,1.5
Fruits and vegetables,10,2010,2010,Lower bound of forecast range,0.5
Fruits and vegetables,10,2010,2010,Upper bound of forecast range,1.5
Fruits and vegetables,11,2010,2010,Lower bound of forecast range,0.5
Fruits and vegetables,11,2010,2010,Upper bound of forecast range,1.5
Fruits and vegetables,12,2010,2010,Lower bound of forecast range,0.5
Fruits and vegetables,12,2010,2010,Upper bound of forecast range,1.5
Fresh fruits & vegetables,7,2009,2010,Lower bound of forecast range,3
Fresh fruits & vegetables,7,2009,2010,Upper bound of forecast range,4
Fresh fruits & vegetables,8,2009,2010,Lower bound of forecast range,3
Fresh fruits & vegetables,8,2009,2010,Upper bound of forecast range,4
Fresh fruits & vegetables,9,2009,2010,Lower bound of forecast range,2.5
Fresh fruits & vegetables,9,2009,2010,Upper bound of forecast range,3.5
Fresh fruits & vegetables,10,2009,2010,Lower bound of forecast range,2.5
Fresh fruits & vegetables,10,2009,2010,Upper bound of forecast range,3.5
Fresh fruits & vegetables,11,2009,2010,Lower bound of forecast range,3
Fresh fruits & vegetables,11,2009,2010,Upper bound of forecast range,4
Fresh fruits & vegetables,12,2009,2010,Lower bound of forecast range,3
Fresh fruits & vegetables,12,2009,2010,Upper bound of forecast range,4
Fresh fruits & vegetables,1,2010,2010,Lower bound of forecast range,3
Fresh fruits & vegetables,1,2010,2010,Upper bound of forecast range,4
Fresh fruits & vegetables,2,2010,2010,Lower bound of forecast range,3
Fresh fruits & vegetables,2,2010,2010,Upper bound of forecast range,4
Fresh fruits & vegetables,3,2010,2010,Lower bound of forecast range,3
Fresh fruits & vegetables,3,2010,2010,Upper bound of forecast range,4
Fresh fruits & vegetables,4,2010,2010,Lower bound of forecast range,3
Fresh fruits & vegetables,4,2010,2010,Upper bound of forecast range,4
Fresh fruits & vegetables,5,2010,2010,Lower bound of forecast range,3
Fresh fruits & vegetables,5,2010,2010,Upper bound of forecast range,4
Fresh fruits & vegetables,6,2010,2010,Lower bound of forecast range,2.5
Fresh fruits & vegetables,6,2010,2010,Upper bound of forecast range,3.5
Fresh fruits & vegetables,7,2010,2010,Lower bound of forecast range,1.5
Fresh fruits & vegetables,7,2010,2010,Upper bound of forecast range,2.5
Fresh fruits & vegetables,8,2010,2010,Lower bound of forecast range,0.5
Fresh fruits & vegetables,8,2010,2010,Upper bound of forecast range,1.5
Fresh fruits & vegetables,9,2010,2010,Lower bound of forecast range,0.5
Fresh fruits & vegetables,9,2010,2010,Upper bound of forecast range,1.5
Fresh fruits & vegetables,10,2010,2010,Lower bound of forecast range,0.5
Fresh fruits & vegetables,10,2010,2010,Upper bound of forecast range,1.5
Fresh fruits & vegetables,11,2010,2010,Lower bound of forecast range,0.5
Fresh fruits & vegetables,11,2010,2010,Upper bound of forecast range,1.5
Fresh fruits & vegetables,12,2010,2010,Lower bound of forecast range,0.5
Fresh fruits & vegetables,12,2010,2010,Upper bound of forecast range,1.5
Fresh fruits,7,2009,2010,Lower bound of forecast range,3
Fresh fruits,7,2009,2010,Upper bound of forecast range,4
Fresh fruits,8,2009,2010,Lower bound of forecast range,3
Fresh fruits,8,2009,2010,Upper bound of forecast range,4
Fresh fruits,9,2009,2010,Lower bound of forecast range,3
Fresh fruits,9,2009,2010,Upper bound of forecast range,4
Fresh fruits,10,2009,2010,Lower bound of forecast range,3
Fresh fruits,10,2009,2010,Upper bound of forecast range,4
Fresh fruits,11,2009,2010,Lower bound of forecast range,3
Fresh fruits,11,2009,2010,Upper bound of forecast range,4
Fresh fruits,12,2009,2010,Lower bound of forecast range,3
Fresh fruits,12,2009,2010,Upper bound of forecast range,4
Fresh fruits,1,2010,2010,Lower bound of forecast range,3
Fresh fruits,1,2010,2010,Upper bound of forecast range,4
Fresh fruits,2,2010,2010,Lower bound of forecast range,3
Fresh fruits,2,2010,2010,Upper bound of forecast range,4
Fresh fruits,3,2010,2010,Lower bound of forecast range,3
Fresh fruits,3,2010,2010,Upper bound of forecast range,4
Fresh fruits,4,2010,2010,Lower bound of forecast range,3
Fresh fruits,4,2010,2010,Upper bound of forecast range,4
Fresh fruits,5,2010,2010,Lower bound of forecast range,3
Fresh fruits,5,2010,2010,Upper bound of forecast range,4
Fresh fruits,6,2010,2010,Lower bound of forecast range,2
Fresh fruits,6,2010,2010,Upper bound of forecast range,3
Fresh fruits,7,2010,2010,Lower bound of forecast range,1
Fresh fruits,7,2010,2010,Upper bound of forecast range,2
Fresh fruits,8,2010,2010,Lower bound of forecast range,0
